Firma,Rok,Kod_S,Kod_C,Kod_R,Wartosc
Generali,2019,S230101,C0010,R0130,650773000.0
Generali,2019,S230101,C0020,R0130,650773000.0
Generali,2019,S230101,C0010,R0140,99688000.0
Generali,2019,S230101,C0030,R0140,0.0
Generali,2019,S230101,C0040,R0140,99688000.0
Generali,2019,S230101,C0050,R0140,0.0
Generali,2019,S230101,C0010,R0160,0.0
Generali,2019,S230101,C0050,R0160,0.0
Generali,2019,S230101,C0010,R0180,0.0
Generali,2019,S230101,C0020,R0180,0.0
Generali,2019,S230101,C0030,R0180,0.0
Generali,2019,S230101,C0040,R0180,0.0
Generali,2019,S230101,C0050,R0180,0.0
Generali,2019,S230101,C0010,R0220,0.0
Generali,2019,S230101,C0020,R0230,0.0
Generali,2019,S230101,C0030,R0230,0.0
Generali,2019,S230101,C0040,R0230,0.0
Generali,2019,S230101,C0050,R0230,0.0
Generali,2019,S230101,C0010,R0290,841773000.0
Generali,2019,S230101,C0030,R0290,0.0
Generali,2019,S230101,C0040,R0290,99688000.0
Generali,2019,S230101,C0050,R0290,0.0
Generali,2019,S230101,C0010,R0300,0.0
Generali,2019,S230101,C0020,R0300,0.0
Generali,2019,S230101,C0020,R0310,0.0
Generali,2019,S230101,C0010,R0320,0.0
Generali,2019,S230101,C0020,R0320,0.0
Generali,2019,S230101,C0030,R0320,0.0
Generali,2019,S230101,C0010,R0330,0.0
Generali,2019,S230101,C0020,R0330,0.0
Generali,2019,S230101,C0030,R0330,0.0
Generali,2019,S230101,C0010,R0340,0.0
Generali,2019,S230101,C0020,R0340,0.0
Generali,2019,S230101,C0010,R0350,0.0
Generali,2019,S230101,C0020,R0350,0.0
Generali,2019,S230101,C0030,R0350,0.0
Generali,2019,S230101,C0010,R0360,0.0
Generali,2019,S230101,C0020,R0360,0.0
Generali,2019,S230101,C0010,R0370,0.0
Generali,2019,S230101,C0020,R0370,0.0
Generali,2019,S230101,C0030,R0370,0.0
Generali,2019,S230101,C0010,R0390,0.0
Generali,2019,S230101,C0020,R0390,0.0
Generali,2019,S230101,C0030,R0390,0.0
Generali,2019,S230101,C0010,R0400,0.0
Generali,2019,S230101,C0020,R0400,0.0
Generali,2019,S230101,C0030,R0400,0.0
Generali,2019,S230101,C0020,R0500,841773000.0
Generali,2019,S230101,C0030,R0500,0.0
Generali,2019,S230101,C0040,R0500,99688000.0
Generali,2019,S230101,C0050,R0500,0.0
Generali,2019,S230101,C0010,R0510,841773000.0
Generali,2019,S230101,C0030,R0510,0.0
Generali,2019,S230101,C0040,R0510,99688000.0
Generali,2019,S230101,C0020,R0540,841773000.0
Generali,2019,S230101,C0030,R0540,0.0
Generali,2019,S230101,C0040,R0540,99688000.0
Generali,2019,S230101,C0050,R0540,0.0
Generali,2019,S230101,C0010,R0550,841773000.0
Generali,2019,S230101,C0030,R0550,0.0
Generali,2019,S230101,C0040,R0550,39940000.0
Generali,2019,S230101,C0010,R0700,853073000.0
Generali,2019,S230101,C0010,R0710,0.0
Generali,2019,S230101,C0010,R0720,11300000.0
Generali,2019,S230101,C0010,R0730,191000000.0
Generali,2019,S230101,C0010,R0740,0.0
Generali,2019,S230101,C0010,R0760,650773000.0
Generali,2019,S230101,C0010,R0770,0.0
Generali,2019,S230101,C0010,R0780,35146000.0
Generali,2019,S230101,C0010,R0790,35146000.0
Generali,2019,S250121,C0110,R0010,135058000.0
Generali,2019,S250121,C0120,R0010,0.0
Generali,2019,S250121,C0110,R0020,89439000.0
Generali,2019,S250121,C0110,R0030,10562000.0
Generali,2019,S250121,C0090,R0030,0.0
Generali,2019,S250121,C0120,R0030,0.0
Generali,2019,S250121,C0110,R0040,31333000.0
Generali,2019,S250121,C0090,R0040,0.0
Generali,2019,S250121,C0120,R0040,0.0
Generali,2019,S250121,C0110,R0050,368795000.0
Generali,2019,S250121,C0090,R0050,0.0
Generali,2019,S250121,C0120,R0050,0.0
Generali,2019,S250121,C0110,R0060,-153378000.0
Generali,2019,S250121,C0110,R0070,0.0
Generali,2019,S250121,C0110,R0100,481809000.0
Generali,2019,S250121,C0100,R0130,66070000.0
Generali,2019,S250121,C0100,R0140,0.0
Generali,2019,S250121,C0100,R0150,-104097000.0
Generali,2019,S250121,C0100,R0160,0.0
Generali,2019,S250121,C0100,R0200,443783000.0
Generali,2019,S250121,C0100,R0210,0.0
Generali,2019,S250121,C0100,R0220,443783000.0
Generali,2019,S250121,C0100,R0400,0.0
Generali,2019,S250121,C0100,R0410,0.0
Generali,2019,S250121,C0100,R0420,0.0
Generali,2019,S250121,C0100,R0430,0.0
Generali,2019,S250121,C0100,R0440,0.0
Generali,2019,S280101,C0020,R0020,8697000.0
Generali,2019,S280101,C0030,R0020,18914000.0
Generali,2019,S280101,C0020,R0030,31213000.0
Generali,2019,S280101,C0030,R0030,85734000.0
Generali,2019,S280101,C0020,R0040,0.0
Generali,2019,S280101,C0030,R0040,0.0
Generali,2019,S280101,C0020,R0050,1055070000.0
Generali,2019,S280101,C0030,R0050,260006000.0
Generali,2019,S280101,C0020,R0060,194727000.0
Generali,2019,S280101,C0030,R0060,209851000.0
Generali,2019,S280101,C0020,R0070,10396000.0
Generali,2019,S280101,C0030,R0070,1912000.0
Generali,2019,S280101,C0020,R0080,164735000.0
Generali,2019,S280101,C0030,R0080,128130000.0
Generali,2019,S280101,C0020,R0090,92626000.0
Generali,2019,S280101,C0030,R0090,37148000.0
Generali,2019,S280101,C0020,R0100,19119000.0
Generali,2019,S280101,C0030,R0100,13153000.0
Generali,2019,S280101,C0020,R0110,189000.0
Generali,2019,S280101,C0030,R0110,117000.0
Generali,2019,S280101,C0020,R0120,21703000.0
Generali,2019,S280101,C0030,R0120,30414000.0
Generali,2019,S280101,C0020,R0130,0.0
Generali,2019,S280101,C0030,R0130,0.0
Generali,2019,S280101,C0020,R0140,0.0
Generali,2019,S280101,C0030,R0140,0.0
Generali,2019,S280101,C0020,R0150,0.0
Generali,2019,S280101,C0030,R0150,0.0
Generali,2019,S280101,C0020,R0160,0.0
Generali,2019,S280101,C0030,R0160,0.0
Generali,2019,S280101,C0020,R0170,0.0
Generali,2019,S280101,C0030,R0170,0.0
Generali,2019,S280101,C0040,R0200,4726000.0
Generali,2019,S280101,C0050,R0210,0.0
Generali,2019,S280101,C0050,R0220,0.0
Generali,2019,S280101,C0050,R0230,0.0
Generali,2019,S280101,C0050,R0240,225066000.0
Generali,2019,S280101,C0060,R0250,0.0
Generali,2019,S280101,C0070,R0300,214227000.0
Generali,2019,S280101,C0070,R0310,443783000.0
Generali,2019,S280101,C0070,R0320,199702000.0
Generali,2019,S280101,C0070,R0330,110946000.0
Generali,2019,S280101,C0070,R0340,199702000.0
Generali,2019,S280101,C0070,R0350,15768000.0
Generali,2019,S280101,C0070,R0400,199702000.0
Generali,2020,S020102,C0010,R0010,0.0
Generali,2020,S020102,C0010,R0020,0.0
Generali,2020,S020102,C0010,R0040,0.0
Generali,2020,S020102,C0010,R0050,0.0
Generali,2020,S020102,C0010,R0060,17627000.0
Generali,2020,S020102,C0010,R0070,3374512000.0
Generali,2020,S020102,C0010,R0080,0.0
Generali,2020,S020102,C0010,R0090,258007000.0
Generali,2020,S020102,C0010,R0100,29198000.0
Generali,2020,S020102,C0010,R0110,27787000.0
Generali,2020,S020102,C0010,R0120,1410000.0
Generali,2020,S020102,C0010,R0130,2889900000.0
Generali,2020,S020102,C0010,R0140,2386830000.0
Generali,2020,S020102,C0010,R0150,503070000.0
Generali,2020,S020102,C0010,R0160,0.0
Generali,2020,S020102,C0010,R0170,0.0
Generali,2020,S020102,C0010,R0180,166619000.0
Generali,2020,S020102,C0010,R0190,114000.0
Generali,2020,S020102,C0010,R0200,30674000.0
Generali,2020,S020102,C0010,R0210,0.0
Generali,2020,S020102,C0010,R0220,0.0
Generali,2020,S020102,C0010,R0230,0.0
Generali,2020,S020102,C0010,R0240,0.0
Generali,2020,S020102,C0010,R0250,0.0
Generali,2020,S020102,C0010,R0260,0.0
Generali,2020,S020102,C0010,R0270,604224000.0
Generali,2020,S020102,C0010,R0280,449296000.0
Generali,2020,S020102,C0010,R0290,447775000.0
Generali,2020,S020102,C0010,R0300,1522000.0
Generali,2020,S020102,C0010,R0310,154928000.0
Generali,2020,S020102,C0010,R0320,0.0
Generali,2020,S020102,C0010,R0330,154928000.0
Generali,2020,S020102,C0010,R0340,0.0
Generali,2020,S020102,C0010,R0350,0.0
Generali,2020,S020102,C0010,R0360,45634000.0
Generali,2020,S020102,C0010,R0370,359765000.0
Generali,2020,S020102,C0010,R0380,6072000.0
Generali,2020,S020102,C0010,R0390,0.0
Generali,2020,S020102,C0010,R0400,0.0
Generali,2020,S020102,C0010,R0410,6872000.0
Generali,2020,S020102,C0010,R0420,4163000.0
Generali,2020,S020102,C0010,R0500,4418869000.0
Generali,2020,S020102,C0010,R0510,2434006000.0
Generali,2020,S020102,C0010,R0520,2388099000.0
Generali,2020,S020102,C0010,R0530,0.0
Generali,2020,S020102,C0010,R0540,2229766000.0
Generali,2020,S020102,C0010,R0550,158332000.0
Generali,2020,S020102,C0010,R0560,45908000.0
Generali,2020,S020102,C0010,R0570,0.0
Generali,2020,S020102,C0010,R0580,43436000.0
Generali,2020,S020102,C0010,R0590,2472000.0
Generali,2020,S020102,C0010,R0600,446639000.0
Generali,2020,S020102,C0010,R0610,0.0
Generali,2020,S020102,C0010,R0620,0.0
Generali,2020,S020102,C0010,R0630,0.0
Generali,2020,S020102,C0010,R0640,0.0
Generali,2020,S020102,C0010,R0650,446639000.0
Generali,2020,S020102,C0010,R0660,0.0
Generali,2020,S020102,C0010,R0670,431203000.0
Generali,2020,S020102,C0010,R0680,15436000.0
Generali,2020,S020102,C0010,R0690,0.0
Generali,2020,S020102,C0010,R0700,0.0
Generali,2020,S020102,C0010,R0710,0.0
Generali,2020,S020102,C0010,R0720,0.0
Generali,2020,S020102,C0010,R0740,0.0
Generali,2020,S020102,C0010,R0750,27065000.0
Generali,2020,S020102,C0010,R0760,1268000.0
Generali,2020,S020102,C0010,R0770,0.0
Generali,2020,S020102,C0010,R0780,29551000.0
Generali,2020,S020102,C0010,R0790,2436000.0
Generali,2020,S020102,C0010,R0800,0.0
Generali,2020,S020102,C0010,R0810,3541000.0
Generali,2020,S020102,C0010,R0820,141694000.0
Generali,2020,S020102,C0010,R0830,33835000.0
Generali,2020,S020102,C0010,R0840,20394000.0
Generali,2020,S020102,C0010,R0850,101254000.0
Generali,2020,S020102,C0010,R0860,1213000.0
Generali,2020,S020102,C0010,R0870,100042000.0
Generali,2020,S020102,C0010,R0880,64592000.0
Generali,2020,S020102,C0010,R0900,3306274000.0
Generali,2020,S020102,C0010,R1000,1112595000.0
Generali,2020,S050102,C0010,R0110,43270000.0
Generali,2020,S050102,C0020,R0110,91578000.0
Generali,2020,S050102,C0030,R0110,595480000.0
Generali,2020,S050102,C0040,R0110,410255000.0
Generali,2020,S050102,C0050,R0110,11943000.0
Generali,2020,S050102,C0060,R0110,344152000.0
Generali,2020,S050102,C0070,R0110,103169000.0
Generali,2020,S050102,C0080,R0110,34442000.0
Generali,2020,S050102,C0020,R0120,0.0
Generali,2020,S050102,C0030,R0120,0.0
Generali,2020,S050102,C0040,R0120,1978000.0
Generali,2020,S050102,C0050,R0120,1651000.0
Generali,2020,S050102,C0060,R0120,34004000.0
Generali,2020,S050102,C0070,R0120,3956000.0
Generali,2020,S050102,C0010,R0140,25974000.0
Generali,2020,S050102,C0020,R0140,6352000.0
Generali,2020,S050102,C0030,R0140,416882000.0
Generali,2020,S050102,C0040,R0140,174726000.0
Generali,2020,S050102,C0050,R0140,11020000.0
Generali,2020,S050102,C0060,R0140,221668000.0
Generali,2020,S050102,C0070,R0140,64024000.0
Generali,2020,S050102,C0080,R0140,19872000.0
Generali,2020,S050102,C0010,R0200,17296000.0
Generali,2020,S050102,C0020,R0200,85226000.0
Generali,2020,S050102,C0030,R0200,178600000.0
Generali,2020,S050102,C0040,R0200,237507000.0
Generali,2020,S050102,C0050,R0200,2574000.0
Generali,2020,S050102,C0060,R0200,156488000.0
Generali,2020,S050102,C0070,R0200,43101000.0
Generali,2020,S050102,C0080,R0200,14570000.0
Generali,2020,S050102,C0010,R0210,41632000.0
Generali,2020,S050102,C0020,R0210,89980000.0
Generali,2020,S050102,C0030,R0210,595512000.0
Generali,2020,S050102,C0040,R0210,388401000.0
Generali,2020,S050102,C0050,R0210,12172000.0
Generali,2020,S050102,C0060,R0210,303746000.0
Generali,2020,S050102,C0070,R0210,94819000.0
Generali,2020,S050102,C0080,R0210,28430000.0
Generali,2020,S050102,C0020,R0220,0.0
Generali,2020,S050102,C0030,R0220,0.0
Generali,2020,S050102,C0040,R0220,1954000.0
Generali,2020,S050102,C0050,R0220,1477000.0
Generali,2020,S050102,C0060,R0220,28843000.0
Generali,2020,S050102,C0070,R0220,3218000.0
Generali,2020,S050102,C0080,R0220,175000.0
Generali,2020,S050102,C0010,R0240,25729000.0
Generali,2020,S050102,C0020,R0240,6370000.0
Generali,2020,S050102,C0030,R0240,417407000.0
Generali,2020,S050102,C0040,R0240,166568000.0
Generali,2020,S050102,C0050,R0240,11061000.0
Generali,2020,S050102,C0060,R0240,201500000.0
Generali,2020,S050102,C0070,R0240,59441000.0
Generali,2020,S050102,C0080,R0240,15737000.0
Generali,2020,S050102,C0010,R0300,15903000.0
Generali,2020,S050102,C0020,R0300,83610000.0
Generali,2020,S050102,C0030,R0300,178107000.0
Generali,2020,S050102,C0040,R0300,223787000.0
Generali,2020,S050102,C0050,R0300,2588000.0
Generali,2020,S050102,C0060,R0300,131089000.0
Generali,2020,S050102,C0070,R0300,38295000.0
Generali,2020,S050102,C0080,R0300,12868000.0
Generali,2020,S050102,C0010,R0310,5109000.0
Generali,2020,S050102,C0020,R0310,28091000.0
Generali,2020,S050102,C0040,R0310,316758000.0
Generali,2020,S050102,C0050,R0310,255879000.0
Generali,2020,S050102,C0060,R0310,4937000.0
Generali,2020,S050102,C0070,R0310,193918000.0
Generali,2020,S050102,C0080,R0310,22958000.0
Generali,2020,S050102,C0090,R0310,25232000.0
Generali,2020,S050102,C0010,R0320,0.0
Generali,2020,S050102,C0020,R0320,0.0
Generali,2020,S050102,C0030,R0320,0.0
Generali,2020,S050102,C0040,R0320,0.0
Generali,2020,S050102,C0050,R0320,810000.0
Generali,2020,S050102,C0070,R0320,41705000.0
Generali,2020,S050102,C0080,R0320,907000.0
Generali,2020,S050102,C0090,R0320,-46000.0
Generali,2020,S050102,C0090,R0340,17293000.0
Generali,2020,S050102,C0020,R0410,0.0
Generali,2020,S050102,C0020,R0440,0.0
Generali,2020,S050102,C0090,R0550,6011000.0
Generali,2020,S050102,C0210,R1410,0.0
Generali,2020,S050102,C0220,R1410,0.0
Generali,2020,S050102,C0240,R1410,0.0
Generali,2020,S050102,C0250,R1410,0.0
Generali,2020,S050102,C0260,R1410,0.0
Generali,2020,S050102,C0210,R1420,0.0
Generali,2020,S050102,C0220,R1420,0.0
Generali,2020,S050102,C0230,R1420,0.0
Generali,2020,S050102,C0240,R1420,0.0
Generali,2020,S050102,C0250,R1420,0.0
Generali,2020,S050102,C0260,R1420,0.0
Generali,2020,S050102,C0220,R1500,0.0
Generali,2020,S050102,C0240,R1500,0.0
Generali,2020,S050102,C0260,R1500,0.0
Generali,2020,S050102,C0210,R1510,0.0
Generali,2020,S050102,C0220,R1510,0.0
Generali,2020,S050102,C0230,R1510,0.0
Generali,2020,S050102,C0240,R1510,0.0
Generali,2020,S050102,C0250,R1510,0.0
Generali,2020,S050102,C0260,R1510,0.0
Generali,2020,S050102,C0210,R1520,0.0
Generali,2020,S050102,C0220,R1520,0.0
Generali,2020,S050102,C0240,R1520,0.0
Generali,2020,S050102,C0250,R1520,0.0
Generali,2020,S050102,C0260,R1520,0.0
Generali,2020,S050102,C0220,R1600,0.0
Generali,2020,S050102,C0240,R1600,0.0
Generali,2020,S050102,C0260,R1600,0.0
Generali,2020,S050102,C0210,R1610,0.0
Generali,2020,S050102,C0220,R1610,0.0
Generali,2020,S050102,C0230,R1610,0.0
Generali,2020,S050102,C0240,R1610,0.0
Generali,2020,S050102,C0250,R1610,0.0
Generali,2020,S050102,C0260,R1610,34433000.0
Generali,2020,S050102,C0270,R1610,34433000.0
Generali,2020,S050102,C0210,R1620,0.0
Generali,2020,S050102,C0220,R1620,0.0
Generali,2020,S050102,C0230,R1620,0.0
Generali,2020,S050102,C0240,R1620,0.0
Generali,2020,S050102,C0250,R1620,0.0
Generali,2020,S050102,C0260,R1620,101963000.0
Generali,2020,S050102,C0270,R1620,101963000.0
Generali,2020,S050102,C0220,R1700,0.0
Generali,2020,S050102,C0250,R1700,0.0
Generali,2020,S050102,C0260,R1700,-67530000.0
Generali,2020,S050102,C0270,R1700,-67530000.0
Generali,2020,S050102,C0210,R1710,0.0
Generali,2020,S050102,C0220,R1710,0.0
Generali,2020,S050102,C0230,R1710,0.0
Generali,2020,S050102,C0240,R1710,0.0
Generali,2020,S050102,C0250,R1710,0.0
Generali,2020,S050102,C0260,R1710,0.0
Generali,2020,S050102,C0270,R1710,0.0
Generali,2020,S050102,C0210,R1720,0.0
Generali,2020,S050102,C0220,R1720,0.0
Generali,2020,S050102,C0250,R1720,0.0
Generali,2020,S050102,C0260,R1720,0.0
Generali,2020,S050102,C0270,R1720,0.0
Generali,2020,S050102,C0220,R1800,0.0
Generali,2020,S050102,C0250,R1800,0.0
Generali,2020,S050102,C0270,R1800,0.0
Generali,2020,S050102,C0210,R1900,0.0
Generali,2020,S050102,C0220,R1900,0.0
Generali,2020,S050102,C0250,R1900,0.0
Generali,2020,S050102,C0260,R1900,616000.0
Generali,2020,S050102,C0270,R1900,616000.0
Generali,2020,S050102,C0270,R2500,0.0
Generali,2020,S050102,C0270,R2600,616000.0
Generali,2020,S170102,C0020,R0060,2168000.0
Generali,2020,S170102,C0030,R0060,15965000.0
Generali,2020,S170102,C0060,R0060,-433000.0
Generali,2020,S170102,C0020,R0140,-1385000.0
Generali,2020,S170102,C0030,R0140,-1717000.0
Generali,2020,S170102,C0040,R0140,-24097000.0
Generali,2020,S170102,C0050,R0140,-6145000.0
Generali,2020,S170102,C0060,R0140,-2057000.0
Generali,2020,S170102,C0020,R0150,3553000.0
Generali,2020,S170102,C0040,R0150,218103000.0
Generali,2020,S170102,C0050,R0150,154339000.0
Generali,2020,S170102,C0060,R0150,1624000.0
Generali,2020,S170102,C0020,R0160,6073000.0
Generali,2020,S170102,C0030,R0160,19231000.0
Generali,2020,S170102,C0040,R0160,1242622000.0
Generali,2020,S170102,C0060,R0160,4511000.0
Generali,2020,S170102,C0020,R0240,3255000.0
Generali,2020,S170102,C0030,R0240,1369000.0
Generali,2020,S170102,C0040,R0240,237709000.0
Generali,2020,S170102,C0050,R0240,4791000.0
Generali,2020,S170102,C0060,R0240,3580000.0
Generali,2020,S170102,C0020,R0250,2818000.0
Generali,2020,S170102,C0030,R0250,17861000.0
Generali,2020,S170102,C0040,R0250,1004913000.0
Generali,2020,S170102,C0050,R0250,55969000.0
Generali,2020,S170102,C0060,R0250,931000.0
Generali,2020,S170102,C0020,R0260,8240000.0
Generali,2020,S170102,C0030,R0260,35195000.0
Generali,2020,S170102,C0040,R0260,1436629000.0
Generali,2020,S170102,C0050,R0260,208955000.0
Generali,2020,S170102,C0060,R0260,4078000.0
Generali,2020,S170102,C0020,R0270,6371000.0
Generali,2020,S170102,C0030,R0270,35543000.0
Generali,2020,S170102,C0040,R0270,1223016000.0
Generali,2020,S170102,C0050,R0270,210309000.0
Generali,2020,S170102,C0060,R0270,2555000.0
Generali,2020,S170102,C0050,R0280,3227000.0
Generali,2020,S170102,C0020,R0320,8670000.0
Generali,2020,S170102,C0030,R0320,37238000.0
Generali,2020,S170102,C0040,R0320,1570220000.0
Generali,2020,S170102,C0050,R0320,212183000.0
Generali,2020,S170102,C0060,R0320,4172000.0
Generali,2020,S170102,C0020,R0330,1870000.0
Generali,2020,S170102,C0030,R0330,-348000.0
Generali,2020,S170102,C0040,R0330,213612000.0
Generali,2020,S170102,C0050,R0330,-1354000.0
Generali,2020,S170102,C0060,R0330,1523000.0
Generali,2020,S170102,C0020,R0340,6800000.0
Generali,2020,S170102,C0030,R0340,37586000.0
Generali,2020,S170102,C0040,R0340,1356608000.0
Generali,2020,S170102,C0050,R0340,213536000.0
Generali,2020,S170102,C0060,R0340,2649000.0
Generali,2020,S230101,C0010,R0010,191000000.0
Generali,2020,S230101,C0020,R0010,191000000.0
Generali,2020,S230101,C0040,R0010,0.0
Generali,2020,S230101,C0010,R0030,0.0
Generali,2020,S230101,C0020,R0030,0.0
Generali,2020,S230101,C0040,R0030,0.0
Generali,2020,S230101,C0010,R0040,0.0
Generali,2020,S230101,C0040,R0040,0.0
Generali,2020,S230101,C0030,R0050,0.0
Generali,2020,S230101,C0040,R0050,0.0
Generali,2020,S230101,C0010,R0070,0.0
Generali,2020,S230101,C0030,R0090,0.0
Generali,2020,S230101,C0040,R0090,0.0
Generali,2020,S230101,C0010,R0110,0.0
Generali,2020,S230101,C0030,R0110,0.0
Generali,2020,S230101,C0040,R0110,0.0
Generali,2020,S230101,C0010,R0130,751966000.0
Generali,2020,S230101,C0020,R0130,751966000.0
Generali,2020,S230101,C0010,R0140,100042000.0
Generali,2020,S230101,C0030,R0140,0.0
Generali,2020,S230101,C0040,R0140,100042000.0
Generali,2020,S230101,C0010,R0160,0.0
Generali,2020,S230101,C0050,R0160,0.0
Generali,2020,S230101,C0010,R0180,0.0
Generali,2020,S230101,C0020,R0180,0.0
Generali,2020,S230101,C0030,R0180,0.0
Generali,2020,S230101,C0050,R0180,0.0
Generali,2020,S230101,C0010,R0230,0.0
Generali,2020,S230101,C0020,R0230,0.0
Generali,2020,S230101,C0030,R0230,0.0
Generali,2020,S230101,C0040,R0230,0.0
Generali,2020,S230101,C0010,R0290,1043007000.0
Generali,2020,S230101,C0020,R0290,942966000.0
Generali,2020,S230101,C0030,R0290,0.0
Generali,2020,S230101,C0040,R0290,100042000.0
Generali,2020,S230101,C0020,R0320,0.0
Generali,2020,S230101,C0020,R0330,0.0
Generali,2020,S230101,C0010,R0340,0.0
Generali,2020,S230101,C0020,R0340,0.0
Generali,2020,S230101,C0020,R0350,0.0
Generali,2020,S230101,C0010,R0360,0.0
Generali,2020,S230101,C0020,R0360,0.0
Generali,2020,S230101,C0010,R0370,0.0
Generali,2020,S230101,C0020,R0370,0.0
Generali,2020,S230101,C0020,R0390,0.0
Generali,2020,S230101,C0030,R0390,0.0
Generali,2020,S230101,C0010,R0400,0.0
Generali,2020,S230101,C0020,R0400,0.0
Generali,2020,S230101,C0010,R0500,1043007000.0
Generali,2020,S230101,C0020,R0500,942966000.0
Generali,2020,S230101,C0030,R0500,0.0
Generali,2020,S230101,C0040,R0500,100042000.0
Generali,2020,S230101,C0010,R0510,1043007000.0
Generali,2020,S230101,C0020,R0510,942966000.0
Generali,2020,S230101,C0030,R0510,0.0
Generali,2020,S230101,C0040,R0510,100042000.0
Generali,2020,S230101,C0010,R0540,1043007000.0
Generali,2020,S230101,C0020,R0540,942966000.0
Generali,2020,S230101,C0030,R0540,0.0
Generali,2020,S230101,C0040,R0540,100042000.0
Generali,2020,S230101,C0020,R0550,942966000.0
Generali,2020,S230101,C0030,R0550,0.0
Generali,2020,S230101,C0010,R0580,495054000.0
Generali,2020,S230101,C0010,R0600,222774000.0
Generali,2020,S230101,C0010,R0620,2.11
Generali,2020,S230101,C0010,R0640,4.43
Generali,2020,S230101,C0010,R0700,1112595000.0
Generali,2020,S230101,C0010,R0720,169630000.0
Generali,2020,S230101,C0010,R0730,191000000.0
Generali,2020,S230101,C0010,R0760,751966000.0
Generali,2020,S230101,C0010,R0780,31172000.0
Generali,2020,S230101,C0010,R0790,31172000.0
Generali,2020,S250121,C0110,R0010,187382000.0
Generali,2020,S250121,C0120,R0010,0.0
Generali,2020,S250121,C0110,R0020,55116000.0
Generali,2020,S250121,C0110,R0030,13376000.0
Generali,2020,S250121,C0090,R0030,0.0
Generali,2020,S250121,C0120,R0030,0.0
Generali,2020,S250121,C0110,R0040,33120000.0
Generali,2020,S250121,C0090,R0040,0.0
Generali,2020,S250121,C0120,R0040,0.0
Generali,2020,S250121,C0110,R0050,418549000.0
Generali,2020,S250121,C0090,R0050,0.0
Generali,2020,S250121,C0120,R0050,0.0
Generali,2020,S250121,C0110,R0060,-170966000.0
Generali,2020,S250121,C0110,R0070,0.0
Generali,2020,S250121,C0110,R0100,536577000.0
Generali,2020,S250121,C0100,R0130,70136000.0
Generali,2020,S250121,C0100,R0140,0.0
Generali,2020,S250121,C0100,R0150,-111660000.0
Generali,2020,S250121,C0100,R0160,0.0
Generali,2020,S250121,C0100,R0200,495054000.0
Generali,2020,S250121,C0100,R0210,0.0
Generali,2020,S250121,C0100,R0220,495054000.0
Generali,2020,S250121,C0100,R0400,0.0
Generali,2020,S250121,C0100,R0410,0.0
Generali,2020,S250121,C0100,R0420,0.0
Generali,2020,S250121,C0100,R0430,0.0
Generali,2020,S250121,C0100,R0440,0.0
Generali,2020,S250121,"C0130""",R0640,-111660000.0
Generali,2020,S250121,"C0130""",R0650,-29551000.0
Generali,2020,S250121,"C0130""",R0670,0.0
Generali,2020,S250121,"C0130""",R0680,0.0
Generali,2020,S250121,"C0130""",R0690,-112110000.0
Generali,2020,S280101,C0020,R0020,6371000.0
Generali,2020,S280101,C0030,R0020,17296000.0
Generali,2020,S280101,C0020,R0030,35543000.0
Generali,2020,S280101,C0030,R0030,85226000.0
Generali,2020,S280101,C0020,R0040,0.0
Generali,2020,S280101,C0030,R0040,0.0
Generali,2020,S280101,C0020,R0050,1223016000.0
Generali,2020,S280101,C0030,R0050,178600000.0
Generali,2020,S280101,C0020,R0060,210309000.0
Generali,2020,S280101,C0030,R0060,237507000.0
Generali,2020,S280101,C0020,R0070,2555000.0
Generali,2020,S280101,C0030,R0070,2574000.0
Generali,2020,S280101,C0020,R0080,195648000.0
Generali,2020,S280101,C0030,R0080,156488000.0
Generali,2020,S280101,C0020,R0090,102366000.0
Generali,2020,S280101,C0030,R0090,43101000.0
Generali,2020,S280101,C0020,R0100,26013000.0
Generali,2020,S280101,C0030,R0100,14570000.0
Generali,2020,S280101,C0020,R0110,217000.0
Generali,2020,S280101,C0030,R0110,145000.0
Generali,2020,S280101,C0020,R0120,21867000.0
Generali,2020,S280101,C0030,R0120,33364000.0
Generali,2020,S280101,C0020,R0130,0.0
Generali,2020,S280101,C0030,R0130,0.0
Generali,2020,S280101,C0020,R0140,0.0
Generali,2020,S280101,C0020,R0150,0.0
Generali,2020,S280101,C0030,R0150,0.0
Generali,2020,S280101,C0020,R0160,0.0
Generali,2020,S280101,C0020,R0170,0.0
Generali,2020,S280101,C0030,R0170,0.0
Generali,2020,S280101,C0040,R0200,5802000.0
Generali,2020,S280101,C0050,R0210,0.0
Generali,2020,S280101,C0050,R0220,0.0
Generali,2020,S280101,C0050,R0230,0.0
Generali,2020,S280101,C0050,R0240,276275000.0
Generali,2020,S280101,C0060,R0250,0.0
Generali,2020,S280101,C0070,R0300,233274000.0
Generali,2020,S280101,C0070,R0310,495054000.0
Generali,2020,S280101,C0070,R0320,222774000.0
Generali,2020,S280101,C0070,R0330,123763000.0
Generali,2020,S280101,C0070,R0340,222774000.0
Generali,2020,S280101,C0070,R0350,17090000.0
Generali,2020,S280101,C0070,R0400,222774000.0
Generali,2021,S020102,C0010,R0020,0.0
Generali,2021,S020102,C0010,R0030,0.0
Generali,2021,S020102,C0010,R0040,0.0
Generali,2021,S020102,C0010,R0050,0.0
Generali,2021,S020102,C0010,R0060,36846000.0
Generali,2021,S020102,C0010,R0070,3934390000.0
Generali,2021,S020102,C0010,R0080,0.0
